Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha
Femenino,64,Internacional,Muy bueno,4,175,"""Punto central""","""Basílica muy bien conservada, punto central en la ciudad , muy linda por dentro vale la pena darse una vuelta para conocer , alto significado religioso y arquitectónico.""",Colombia,Español,Móvil,13/5/2018
Masculino,59,Internacional,Excelente,5,306,"""The most important church in this colonial town full of history""","""The Basilica (Guanajuato does not have a Cathedral, it is situated in the nearby city of Leon) is truly imposing both during the day and when illuminated at night. It also has some lovely polychrome sculpture and a great organ.""",Colombia,Inglés,PC,8/5/2018
Femenino,26,Internacional,Excelente,5,106,"""Y uno de los símbolos de Guanajuato""","""Edificio de la iglesia amarilla es un abigarrado y nahu crear una más bella de Atocha. He venido a cabo mejor en frente de la misma Guanajuato es menor cuando se toman fotografías que gabolman menos una.""",Corea del Sur,Coreano,PC,5/5/2018
Masculino,50,Internacional,Excelente,5,62,"""Beautiful and a must see""","""A must see place in town and very nice to go inside and beautiful outside to take pics. in the center of town!""",Estados Unidos,Inglés,PC,1/5/2018
Femenino,55,Internacional,Regular,3,59,"""Nice""","""Not particularly impressive, but if you like historic buildings of any type, this is worth a walk-in.""",Estados Unidos,Inglés,PC,29/4/2018
Femenino,57,Internacional,Muy bueno,4,578,"""Beautiful church, especially at night!""","""Wandered into the church on a Sunday evening during mass. The lovely chandeliers were alit and looked beautiful. The outside is also lighted at night and, though not huge, it certainly looms over the plaza.""",Estados Unidos,Inglés,PC,23/4/2018
Masculino,33,Internacional,Excelente,5,112,"""Beautiful inside and out""","""This is clearly the center piece of the city and it's gorgeous. Go inside and enjoy the art, if there is a mass going on please be respectful and avoid flash.""",Estados Unidos,Inglés,Móvil,18/4/2018
Masculino,64,Internacional,Muy bueno,4,491,"""Beautiful Church - Town Centerpiece""","""Seems like on a visit to Guanajuato you pass by or see this beautiful church wherever you go. Great view of the outside from down the street. Beautiful inside too. Pretty much a required stop in your visit to this city, and for good reason.""",Estados Unidos,Inglés,Móvil,17/4/2018
Masculino,24,Nacional,Excelente,5,37,"""Hermoso lugar""","""Muy pintoresco la basilica se ve desde el mirador también, es una ciudad magnifica, ¡No se pierdan el elote asado en los carritos del costado!""",México,Español,PC,16/4/2018
Femenino,,Internacional,Excelente,5,52,"""Beautiful basilica""","""A must see for Guanajuato! Beautiful inside. Basilica is recognizable from all over the city.  Ornate furnishings inside. """,Estados Unidos,Inglés,Móvil,16/4/2018
